Song Name,Artist Name,Release Date,Genres,Tracks,Popularity,Album Name,Album Type,Song Duration (ms)
Woman,Doja Cat,2021-06-25,"dance pop, pop","Woman, Naked, Payday (feat. Young Thug), Get Into It (Yuh), Need to Know, I Don't Do Drugs (feat. Ariana Grande), Love To Dream, You Right, Been Like This, Options (feat. JID), Ain't Shit, Imagine, Alone, Kiss Me More (feat. SZA)",83,Planet Her,album,172626
Kiss Me More (feat. SZA),Doja Cat,2021-06-25,"dance pop, pop","Woman, Naked, Payday (feat. Young Thug), Get Into It (Yuh), Need to Know, I Don't Do Drugs (feat. Ariana Grande), Love To Dream, You Right, Been Like This, Options (feat. JID), Ain't Shit, Imagine, Alone, Kiss Me More (feat. SZA)",81,Planet Her,album,208666
Agora Hills,Doja Cat,2023-09-20,"dance pop, pop","Paint The Town Red, Demons, Wet Vagina, Fuck The Girls (FTG), Ouchies, 97, Gun, Go Off, Agora Hills, Can't Wait, Often, Love Life, Skull And Bones, Attention, Balut",77,Scarlet,album,265360
Streets,Doja Cat,2019-11-07,"dance pop, pop","Cyber Sex, Won't Bite (feat. Smino), Rules, Bottom Bitch, Say So, Like That (feat. Gucci Mane), Talk Dirty, Addiction, Streets, Shine, Better Than Me, Juicy",79,Hot Pink,album,226986
I Like You (A Happier Song) (with Doja Cat),Doja Cat,2022-06-03,"dance pop, pop","Reputation, Cooped Up (with Roddy Ricch), Lemon Tree, Wrapped Around Your Finger, I Like You (A Happier Song) (with Doja Cat), I Cannot Be (A Sadder Song) (with Gunna), Insane, Love/Hate Letter To Alcohol (with Fleet Foxes), Wasting Angels (with The Kid LAROI), Euthanasia, When I’m Alone, Waiting For A Miracle, One Right Now (with The Weeknd), New Recording 12, Jan 3, 2020",78,Twelve Carat Toothache,album,192840
You Right,Doja Cat,2021-06-25,"dance pop, pop","Woman, Naked, Payday (feat. Young Thug), Get Into It (Yuh), Need to Know, I Don't Do Drugs (feat. Ariana Grande), Love To Dream, You Right, Been Like This, Options (feat. JID), Ain't Shit, Imagine, Alone, Kiss Me More (feat. SZA)",78,Planet Her,album,186173
Candy,Doja Cat,2018-03-30,"dance pop, pop","Go To Town, Cookie Jar, Roll With Us, Wine Pon You (feat. Konshens), Fancy, Wild Beach, Morning Light, Candy, Game, Casual, Down Low, Body Language, All Nighter",77,Amala,album,190920
Need to Know,Doja Cat,2021-06-25,"dance pop, pop","Woman, Naked, Payday (feat. Young Thug), Get Into It (Yuh), Need to Know, I Don't Do Drugs (feat. Ariana Grande), Love To Dream, You Right, Been Like This, Options (feat. JID), Ain't Shit, Imagine, Alone, Kiss Me More (feat. SZA)",76,Planet Her,album,210560
So High,Doja Cat,2014-03-11,"dance pop, pop",So High,73,So High,single,201573
STAY (with Justin Bieber),Justin Bieber,2021-07-27,"canadian pop, pop","OVER YOU, NOT SOBER (feat. Polo G & Stunna Gambino), STAY (with Justin Bieber), SAME ENERGY, DON'T LEAVE ME (feat. G Herbo & Lil Durk), BAD NEWS, STILL CHOSE YOU (feat. Mustard), I DON'T KNOW, ABOUT YOU, LONELY AND F*CKED UP, SITUATION, ATTENTION, BEST FOR ME, PIKACHU, SO DONE, TRAGIC (feat. Youngboy Never Broke Again & Internet Money), ALWAYS DO, FEEL SOMETHING (feat. Marshmello), F*CK YOU, GOODBYE (feat. Machine Gun Kelly), WITHOUT YOU",83,F*CK LOVE 3+: OVER YOU,album,141805
Ghost,Justin Bieber,2021-03-19,"canadian pop, pop","2 Much, Deserve You, As I Am (feat. Khalid), Off My Face, Holy (feat. Chance The Rapper), Unstable (feat. The Kid LAROI), MLK Interlude, Die For You (feat. Dominic Fike), Hold On, Somebody, Ghost, Peaches (feat. Daniel Caesar & Giveon), Love You Different (feat. BEAM), Loved By You (feat. Burna Boy), Anyone, Lonely (with benny blanco)",84,Justice,album,153190
Love Yourself,Justin Bieber,2015-11-13,"canadian pop, pop","Mark My Words, I'll Show You, What Do You Mean?, Sorry, Love Yourself, Company, No Pressure, No Sense, The Feeling, Life Is Worth Living, Where Are Ü Now, Children, Purpose, Been You, Get Used To It, We Are, Trust, All In It, What Do You Mean? - Acoustic",82,Purpose (Deluxe),album,233720
Beauty And A Beat,Justin Bieber,2012-01-01,"canadian pop, pop","All Around The World, Boyfriend, As Long As You Love Me, Catching Feelings, Take You, Right Here, Fall, Die In Your Arms, Thought Of You, Beauty And A Beat, One Love, Be Alright, Believe",80,Believe,album,227986
Sorry,Justin Bieber,2015-11-13,"canadian pop, pop","Mark My Words, I'll Show You, What Do You Mean?, Sorry, Love Yourself, Company, No Pressure, No Sense, The Feeling, Life Is Worth Living, Where Are Ü Now, Children, Purpose, Been You, Get Used To It, We Are, Trust, All In It, What Do You Mean? - Acoustic",82,Purpose (Deluxe),album,200786
bad guy,Justin Bieber,2021-08-18,"canadian pop, pop","What You Know Bout Love, For The Night, ROCKSTAR, bad guy, SAD!, Mood Swings, Foot Fungus, Ransom - Remix, Yummy, We Paid, Ransom, Ballin’, Drip Too Hard, bellyache, Heat Waves, Middle, Swang, bad guy, Morado, Magnolia",57,Playlist for Gamers,compilation,194839
Baby,Justin Bieber,2010-01-01,"canadian pop, pop","Baby, Somebody To Love, Stuck In The Moment, U Smile, Runaway Love, Never Let You Go, Overboard, Eenie Meenie, Up, That Should Be Me",81,My World 2.0,album,214240
Eenie Meenie,Justin Bieber,2010-03-23,"canadian pop, pop",Eenie Meenie,78,Eenie Meenie,single,201946
What Do You Mean?,Justin Bieber,2015-11-13,"canadian pop, pop","Mark My Words, I'll Show You, What Do You Mean?, Sorry, Love Yourself, Company, No Pressure, No Sense, The Feeling, Life Is Worth Living, Where Are Ü Now, Children, Purpose, Been You, Get Used To It, We Are, Trust, All In It, What Do You Mean? - Acoustic",79,Purpose (Deluxe),album,205680
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2021-03-19,"canadian pop, pop","2 Much, Deserve You, As I Am (feat. Khalid), Off My Face, Holy (feat. Chance The Rapper), Unstable (feat. The Kid LAROI), MLK Interlude, Die For You (feat. Dominic Fike), Hold On, Somebody, Ghost, Peaches (feat. Daniel Caesar & Giveon), Love You Different (feat. BEAM), Loved By You (feat. Burna Boy), Anyone, Lonely (with benny blanco)",79,Justice,album,198081
I Had Some Help (Feat. Morgan Wallen),Post Malone,2024-05-10,"dfw rap, melodic rap, pop, rap",I Had Some Help (Feat. Morgan Wallen),95,I Had Some Help,single,178205
Fortnight (feat. Post Malone),Post Malone,2024-04-18,"dfw rap, melodic rap, pop, rap","Fortnight (feat. Post Malone), The Tortured Poets Department, My Boy Only Breaks His Favorite Toys, Down Bad, So Long, London, But Daddy I Love Him, Fresh Out The Slammer, Florida!!! (feat. Florence + The Machine), Guilty as Sin?, Who’s Afraid of Little Old Me?, I Can Fix Him (No Really I Can), loml, I Can Do It With a Broken Heart, The Smallest Man Who Ever Lived, The Alchemy, Clara Bow",92,THE TORTURED POETS DEPARTMENT,album,228965
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2019-09-06,"dfw rap, melodic rap, pop, rap","Hollywood's Bleeding, Saint-Tropez, Enemies (feat. DaBaby), Allergic, A Thousand Bad Times, Circles, Die For Me (feat. Future & Halsey), On The Road (feat. Meek Mill & Lil Baby), Take What You Want (feat. Ozzy Osbourne & Travis Scott), I'm Gonna Be, Staring At The Sun (feat. SZA), Sunflower - Spider-Man: Into the Spider-Verse, Internet, Goodbyes (feat. Young Thug), Myself, I Know, Wow.",84,Hollywood's Bleeding,album,157560
Circles,Post Malone,2019-09-06,"dfw rap, melodic rap, pop, rap","Hollywood's Bleeding, Saint-Tropez, Enemies (feat. DaBaby), Allergic, A Thousand Bad Times, Circles, Die For Me (feat. Future & Halsey), On The Road (feat. Meek Mill & Lil Baby), Take What You Want (feat. Ozzy Osbourne & Travis Scott), I'm Gonna Be, Staring At The Sun (feat. SZA), Sunflower - Spider-Man: Into the Spider-Verse, Internet, Goodbyes (feat. Young Thug), Myself, I Know, Wow.",85,Hollywood's Bleeding,album,215280
Pour Me A Drink (Feat. Blake Shelton),Post Malone,2024-06-21,"dfw rap, melodic rap, pop, rap",Pour Me A Drink (Feat. Blake Shelton),85,Pour Me A Drink,single,195122
Dial Drunk (with Post Malone),Post Malone,2023-07-18,"dfw rap, melodic rap, pop, rap",Dial Drunk (with Post Malone),83,Dial Drunk (with Post Malone),single,213817
rockstar (feat. 21 Savage),Post Malone,2018-04-27,"dfw rap, melodic rap, pop, rap","Paranoid, Spoil My Night (feat. Swae Lee), Rich & Sad, Zack And Codeine, Takin' Shots, rockstar (feat. 21 Savage), Over Now, Psycho (feat. Ty Dolla $ign), Better Now, Ball For Me (feat. Nicki Minaj), Otherside, Stay, Blame It On Me, Same Bitches (feat. G-Eazy & YG), Jonestown (Interlude), 92 Explorer, Candy Paint, Sugar Wraith",81,beerbongs & bentleys,album,218146
Chemical,Post Malone,2023-04-14,"dfw rap, melodic rap, pop, rap",Chemical,79,Chemical,single,184013
Congratulations,Post Malone,2016-12-09,"dfw rap, melodic rap, pop, rap","Broken Whiskey Glass, Big Lie, Deja Vu, No Option, Cold, White Iverson, I Fall Apart, Patient, Go Flex, Feel, Too Young, Congratulations, Up There, Yours Truly, Austin Post, Leave, Hit This Hard, Money Made Me Do It, Feeling Whitney",80,Stoney (Deluxe),album,220293
Wow.,Post Malone,2019-09-06,"dfw rap, melodic rap, pop, rap","Hollywood's Bleeding, Saint-Tropez, Enemies (feat. DaBaby), Allergic, A Thousand Bad Times, Circles, Die For Me (feat. Future & Halsey), On The Road (feat. Meek Mill & Lil Baby), Take What You Want (feat. Ozzy Osbourne & Travis Scott), I'm Gonna Be, Staring At The Sun (feat. SZA), Sunflower - Spider-Man: Into the Spider-Verse, Internet, Goodbyes (feat. Young Thug), Myself, I Know, Wow.",79,Hollywood's Bleeding,album,149546
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-09-17,lgbtq+ hip hop,"MONTERO (Call Me By Your Name), DEAD RIGHT NOW, INDUSTRY BABY (feat. Jack Harlow), THATS WHAT I WANT, THE ART OF REALIZATION, SCOOP (feat. Doja Cat), ONE OF ME (feat. Elton John), LOST IN THE CITADEL, DOLLA SIGN SLIME (feat. Megan Thee Stallion), TALES OF DOMINICA, SUN GOES DOWN, VOID, DONT WANT IT, LIFE AFTER SALEM, AM I DREAMING (feat. Miley Cyrus)",73,MONTERO,album,212352
MONTERO (Call Me By Your Name),Lil Nas X,2021-09-17,lgbtq+ hip hop,"MONTERO (Call Me By Your Name), DEAD RIGHT NOW, INDUSTRY BABY (feat. Jack Harlow), THATS WHAT I WANT, THE ART OF REALIZATION, SCOOP (feat. Doja Cat), ONE OF ME (feat. Elton John), LOST IN THE CITADEL, DOLLA SIGN SLIME (feat. Megan Thee Stallion), TALES OF DOMINICA, SUN GOES DOWN, VOID, DONT WANT IT, LIFE AFTER SALEM, AM I DREAMING (feat. Miley Cyrus)",75,MONTERO,album,137704
THATS WHAT I WANT,Lil Nas X,2021-09-17,lgbtq+ hip hop,"MONTERO (Call Me By Your Name), DEAD RIGHT NOW, INDUSTRY BABY (feat. Jack Harlow), THATS WHAT I WANT, THE ART OF REALIZATION, SCOOP (feat. Doja Cat), ONE OF ME (feat. Elton John), LOST IN THE CITADEL, DOLLA SIGN SLIME (feat. Megan Thee Stallion), TALES OF DOMINICA, SUN GOES DOWN, VOID, DONT WANT IT, LIFE AFTER SALEM, AM I DREAMING (feat. Miley Cyrus)",76,MONTERO,album,143901
HE KNOWS (feat. Lil Nas X),Lil Nas X,2024-06-28,lgbtq+ hip hop,"I LUV IT (feat. Playboi Carti), Chanel No.5, pink xoxo, HE KNOWS (feat. Lil Nas X), Twentysomethings, Dade County Dreaming (feat. JT & Yung Miami), koshi xoxo (feat. BLP Kosher), HOT UPTOWN (feat. Drake), Uuugly, DREAM-GIRLS, 305tilidie, B.O.A.T., pretty when i cry, June Gloom",65,"C,XOXO",album,181840
Old Town Road - Remix,Lil Nas X,2019-06-21,lgbtq+ hip hop,"Old Town Road - Remix, Panini, F9mily (You & Me), Kick It, Rodeo, Bring U Down, C7osure (You Like), Old Town Road",73,7 EP,single,157066
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,2022-09-22,lgbtq+ hip hop,STAR WALKIN' (League of Legends Worlds Anthem),72,STAR WALKIN' (League of Legends Worlds Anthem),single,210575
Old Town Road,Lil Nas X,2019-06-21,lgbtq+ hip hop,"Old Town Road - Remix, Panini, F9mily (You & Me), Kick It, Rodeo, Bring U Down, C7osure (You Like), Old Town Road",72,7 EP,single,113000
Panini,Lil Nas X,2019-09-13,lgbtq+ hip hop,"Panini - DaBaby Remix, Panini",66,Panini,single,114893
HOLIDAY,Lil Nas X,2020-11-13,lgbtq+ hip hop,HOLIDAY,66,HOLIDAY,single,154997
J CHRIST,Lil Nas X,2024-01-12,lgbtq+ hip hop,J CHRIST,64,J CHRIST,single,153766
Training Season,Dua Lipa,2024-05-03,"dance pop, pop, uk pop","End Of An Era, Houdini, Training Season, These Walls, Whatcha Doing, French Exit, Illusion, Falling Forever, Anything For Love, Maria, Happy For You",82,Radical Optimism,album,209487
Houdini,Dua Lipa,2024-05-03,"dance pop, pop, uk pop","End Of An Era, Houdini, Training Season, These Walls, Whatcha Doing, French Exit, Illusion, Falling Forever, Anything For Love, Maria, Happy For You",81,Radical Optimism,album,185917
Cold Heart - PNAU Remix,Dua Lipa,2021-10-22,"dance pop, pop, uk pop","Cold Heart - PNAU Remix, Always Love You, Learn To Fly, After All, Chosen Family, The Pink Phantom, It's a sin - global reach mix, Nothing Else Matters, Orbit, Simple Things, Beauty In The Bones, One Of Me, E-Ticket, Finish Line, Stolen Car, I'm Not Gonna Miss You, Merry Christmas",79,The Lockdown Sessions,album,202735
Illusion,Dua Lipa,2024-05-03,"dance pop, pop, uk pop","End Of An Era, Houdini, Training Season, These Walls, Whatcha Doing, French Exit, Illusion, Falling Forever, Anything For Love, Maria, Happy For You",81,Radical Optimism,album,188143
Don't Start Now,Dua Lipa,2020-03-27,"dance pop, pop, uk pop","Future Nostalgia, Don't Start Now, Cool, Physical, Levitating, Pretty Please, Hallucinate, Love Again, Break My Heart, Good In Bed, Boys Will Be Boys",83,Future Nostalgia,album,183290
Dance The Night - From Barbie The Album,Dua Lipa,2023-05-25,"dance pop, pop, uk pop",Dance The Night - From Barbie The Album,84,Dance The Night (From Barbie The Album),single,176579
One Kiss (with Dua Lipa),Dua Lipa,2018-04-06,"dance pop, pop, uk pop",One Kiss (with Dua Lipa),84,One Kiss (with Dua Lipa),single,214846
Levitating (feat. DaBaby),Dua Lipa,2020-03-27,"dance pop, pop, uk pop","Future Nostalgia, Don't Start Now, Cool, Physical, Levitating, Pretty Please, Hallucinate, Love Again, Break My Heart, Good In Bed, Boys Will Be Boys, Levitating (feat. DaBaby), Fever",82,Future Nostalgia,album,203064
New Rules,Dua Lipa,2015,"dance pop, pop, uk pop","Genesis, Lost In Your Light (feat. Miguel), Hotter Than Hell, Be the One, IDGAF, Blow Your Mind (Mwah), Garden, No Goodbyes, Thinking 'Bout You, New Rules, Begging, Homesick, Dreams, Room for 2, New Love, Bad Together, Last Dance, Want To, Running, Kiss and Make Up",60,Dua Lipa (Complete Edition),album,209320
Physical,Dua Lipa,2020-03-27,"dance pop, pop, uk pop","Future Nostalgia, Don't Start Now, Cool, Physical, Levitating, Pretty Please, Hallucinate, Love Again, Break My Heart, Good In Bed, Boys Will Be Boys",77,Future Nostalgia,album,193829
As It Was,Harry Styles,2022-05-20,pop,"Music For a Sushi Restaurant, Late Night Talking, Grapejuice, As It Was, Daylight, Little Freak, Matilda, Cinema, Daydreaming, Keep Driving, Satellite, Boyfriends, Love Of My Life",92,Harry's House,album,167303
Watermelon Sugar,Harry Styles,2019-12-13,pop,"Golden, Watermelon Sugar, Adore You, Lights Up, Cherry, Falling, To Be So Lonely, She, Sunflower, Vol. 6, Canyon Moon, Treat People With Kindness, Fine Line",87,Fine Line,album,174000
Adore You,Harry Styles,2019-12-13,pop,"Golden, Watermelon Sugar, Adore You, Lights Up, Cherry, Falling, To Be So Lonely, She, Sunflower, Vol. 6, Canyon Moon, Treat People With Kindness, Fine Line",83,Fine Line,album,207133
Sign of the Times,Harry Styles,2017-05-12,pop,"Meet Me in the Hallway, Sign of the Times, Carolina, Two Ghosts, Sweet Creature, Only Angel, Kiwi, Ever Since New York, Woman, From the Dining Table",81,Harry Styles,album,340706
Late Night Talking,Harry Styles,2022-05-20,pop,"Music For a Sushi Restaurant, Late Night Talking, Grapejuice, As It Was, Daylight, Little Freak, Matilda, Cinema, Daydreaming, Keep Driving, Satellite, Boyfriends, Love Of My Life",80,Harry's House,album,177954
Falling,Harry Styles,2019-12-13,pop,"Golden, Watermelon Sugar, Adore You, Lights Up, Cherry, Falling, To Be So Lonely, She, Sunflower, Vol. 6, Canyon Moon, Treat People With Kindness, Fine Line",79,Fine Line,album,240133
Matilda,Harry Styles,2022-05-20,pop,"Music For a Sushi Restaurant, Late Night Talking, Grapejuice, As It Was, Daylight, Little Freak, Matilda, Cinema, Daydreaming, Keep Driving, Satellite, Boyfriends, Love Of My Life",76,Harry's House,album,245964
Fine Line,Harry Styles,2019-12-13,pop,"Golden, Watermelon Sugar, Adore You, Lights Up, Cherry, Falling, To Be So Lonely, She, Sunflower, Vol. 6, Canyon Moon, Treat People With Kindness, Fine Line",76,Fine Line,album,377960
Keep Driving,Harry Styles,2022-05-20,pop,"Music For a Sushi Restaurant, Late Night Talking, Grapejuice, As It Was, Daylight, Little Freak, Matilda, Cinema, Daydreaming, Keep Driving, Satellite, Boyfriends, Love Of My Life",75,Harry's House,album,140241
Golden,Harry Styles,2019-12-13,pop,"Golden, Watermelon Sugar, Adore You, Lights Up, Cherry, Falling, To Be So Lonely, She, Sunflower, Vol. 6, Canyon Moon, Treat People With Kindness, Fine Line",74,Fine Line,album,208906
ADIVINO,Bad Bunny,2024-04-25,"reggaeton, trap latino, urbano latino",ADIVINO,88,ADIVINO,single,278644
PERRO NEGRO,Bad Bunny,2023-10-13,"reggaeton, trap latino, urbano latino","NADIE SABE, MONACO, FINA, HIBIKI, MR. OCTOBER, CYBERTRUCK, VOU 787, SEDA, GRACIAS POR NADA, TELEFONO NUEVO, BABY NUEVA, MERCEDES CAROTA, LOS PITS, VUELVE CANDY B, BATICANO, NO ME QUIERO CASAR, WHERE SHE GOES, THUNDER Y LIGHTNING, PERRO NEGRO, EUROPA :(",87,nadie sabe lo que va a pasar mañana,album,162767
Me Porto Bonito,Bad Bunny,2022-05-06,"reggaeton, trap latino, urbano latino","Moscow Mule, Después de la Playa, Me Porto Bonito, Tití Me Preguntó, Un Ratito, Yo No Soy Celoso, Tarot, Neverita, La Corriente, Efecto, Party, Aguacero, Enséñame a Bailar, Ojitos Lindos, Dos Mil 16, El Apagón, Otro Atardecer, Un Coco, Andrea, Me Fui de Vacaciones",84,Un Verano Sin Ti,album,178567
LA CANCIÓN,Bad Bunny,2019-06-28,"reggaeton, trap latino, urbano latino","MOJAITA, YO LE LLEGO, CUIDAO POR AHÍ, QUE PRETENDES, LA CANCIÓN, UN PESO, ODIO, COMO UN BEBÉ",83,OASIS,album,242573
un x100to,Bad Bunny,2023-08-25,"reggaeton, trap latino, urbano latino","NO SE VA - EN VIVO, un x100to, EN ALTAVOZ, CANSADO DE SUFRIR, LAS FLORES, DE LUNES A LUNES, ME GUSTAS, EL AMOR DE SU VIDA, CUÍDALA, QUE VUELVAS, LE VA DOLER, OJITOS ROJOS",79,El Comienzo,album,194563
